Year,LocationAbbr,LocationDesc,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1
2020,ME,Maine,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.8,399,34015,2.3,3.3,Overall,Overall
2020,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.4,29478,17380134,75.6,77.1,Overall,Overall
2020,GU,Guam,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26,542,24206,22.7,29.6,Overall,Overall
2020,FL,Florida,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.7,933,1002230,4.9,6.6,Overall,Overall
2020,CA,California,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.8,257,1693061,4.9,6.8,Overall,Overall
2020,HI,Hawaii,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,81.3,5815,852649,80,82.5,Overall,Overall
2020,NJ,New Jersey,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4,556,296804,3.5,4.5,Overall,Overall
2020,NE,Nebraska,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5,775,74640,4.5,5.6,Overall,Overall
2020,GU,Guam,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.9,112,7089,4.9,9.5,Overall,Overall
2020,WA,Washington,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.4,1495,534954,7.9,9,Overall,Overall
2020,TN,Tennessee,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.7,577,637287,11.3,14.1,Overall,Overall
2020,HI,Hawaii,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,18.7,1687,218444,17.5,20,Overall,Overall
2020,GA,Georgia,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.7,1566,978333,10.9,12.7,Overall,Overall
2020,HHS2,HHS Region 2,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11,4076,2979671,10.6,11.5,Overall,Overall
2020,NJ,New Jersey,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.6,607,376433,5,6.3,Overall,Overall
2020,MI,Michigan,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.4,277,289536,2.9,4.1,Overall,Overall
2020,RI,Rhode Island,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.6,3679,594264,74.7,78.3,Overall,Overall
2020,MD,Maryland,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.4,540,158601,3,3.9,Overall,Overall
2020,NM,New Mexico,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.3,2174,440271,24.5,28.1,Overall,Overall
2020,CT,Connecticut,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.3,254,68790,1.9,2.9,Overall,Overall
2020,IA,Iowa,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.7,2242,534046,20.6,22.7,Overall,Overall
2020,HHS6,HHS Region 6,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.5,2340,2065765,5.9,7.2,Overall,Overall
2020,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.3,11939,2822595,24.6,26,Overall,Overall
2020,LA,Louisiana,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.6,408,297091,7.5,9.9,Overall,Overall
2020,CA,California,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.8,137,833620,2.2,3.5,Overall,Overall
2020,SD,South Dakota,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.1,309,27396,2.8,6,Overall,Overall
2020,WI,Wisconsin,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.2,261,264587,5.1,7.5,Overall,Overall
2020,FL,Florida,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.6,1367,1871698,10.3,13.1,Overall,Overall
2020,HHS6,HHS Region 6,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.7,3367,2226867,6.2,7.3,Overall,Overall
2020,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.8,1414,718185,2.5,3.1,Overall,Overall
2020,IL,Illinois,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.2,244,558251,4.4,6.1,Overall,Overall
2020,MT,Montana,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.7,747,86097,7.9,9.5,Overall,Overall
2020,AZ,Arizona,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.7,6688,3981131,74.5,76.9,Overall,Overall
2020,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.5,4059,1192202,11,12,Overall,Overall
2020,HHS2,HHS Region 2,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.9,2767,2332954,9.4,10.5,Overall,Overall
2020,HHS1,HHS Region 1,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,1360,337072,2.4,3,Overall,Overall
2020,MI,Michigan,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.6,730,927144,11.5,13.8,Overall,Overall
2020,GU,Guam,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,,,,,,Overall,Overall
2020,KY,Kentucky,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.7,446,338144,7.7,9.7,Overall,Overall
2020,AK,Alaska,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.1,921,111809,19.3,23.1,Overall,Overall
2019,WY,Wyoming,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.8,156,12932,2.2,3.5,Overall,Overall
2020,GU,Guam,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8.9,165,8844,6.9,11.4,Overall,Overall
2020,FL,Florida,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,1196,1142284,4.9,6.5,Overall,Overall
2020,WA,Washington,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,408,167151,2.4,3.1,Overall,Overall
2020,MT,Montana,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.3,308,39075,3.7,5.1,Overall,Overall
2020,MI,Michigan,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.5,982,1003313,10.6,12.5,Overall,Overall
2020,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.6,262,208067,3.1,4.3,Overall,Overall
2019,WV,West Virginia,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,39.3,2323,590961,37.4,41.3,Overall,Overall
2020,ME,Maine,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.7,1807,138559,9.9,11.6,Overall,Overall
2020,DC,District of Columbia,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.8,144,25261,3.9,5.8,Overall,Overall
2020,KY,Kentucky,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,32.9,1430,1175034,31,34.8,Overall,Overall
2020,IN,Indiana,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.5,594,331027,5.9,7.2,Overall,Overall
2020,NY,New York,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.2,1113,1314456,8.4,10,Overall,Overall
2020,MN,Minnesota,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,80.1,11685,3290098,79.3,80.8,Overall,Overall
2020,SD,South Dakota,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.1,713,52627,5.8,8.5,Overall,Overall
2020,GA,Georgia,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.3,415,271750,2.8,3.9,Overall,Overall
2020,AL,Alabama,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4,265,161917,3.4,4.7,Overall,Overall
2020,CA,California,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.1,421,2885116,8.9,11.4,Overall,Overall
2020,HHS2,HHS Region 2,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.7,2006,1439677,5.3,6.1,Overall,Overall
2020,NY,New York,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.6,1884,1735508,9.9,11.3,Overall,Overall
2020,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.9,1312,324788,2.6,3.1,Overall,Overall
2020,IA,Iowa,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10,797,226366,9.2,10.8,Overall,Overall
2020,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7.4,367,220504,6.5,8.5,Overall,Overall
2020,AL,Alabama,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.7,1044,615788,13.7,15.9,Overall,Overall
2020,HHS2,HHS Region 2,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.1,1052,826589,2.8,3.4,Overall,Overall
2020,HHS1,HHS Region 1,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.2,3983,1114337,9.6,10.9,Overall,Overall
2020,NC,North Carolina,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.9,1655,2198903,24.5,27.4,Overall,Overall
2020,ND,North Dakota,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.7,252,32595,4.7,6.8,Overall,Overall
2020,MI,Michigan,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5,524,456521,4.5,5.7,Overall,Overall
2020,DE,Delaware,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.2,2687,542130,74.1,78.2,Overall,Overall
2020,AR,Arkansas,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,31.3,1929,729258,29.4,33.3,Overall,Overall
2020,WA,Washington,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.6,3127,1273876,20.7,22.6,Overall,Overall
2020,HHS6,HHS Region 6,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12,3868,3672621,11.2,12.9,Overall,Overall
2020,HHS1,HHS Region 1,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.2,5880,1222362,8.8,9.8,Overall,Overall
2020,WA,Washington,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.6,1067,530601,8.9,10.4,Overall,Overall
2020,NE,Nebraska,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2,330,30932,1.7,2.3,Overall,Overall
2020,OH,Ohio,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.4,4263,2322751,24.3,26.5,Overall,Overall
2020,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7,363,721458,6.1,8,Overall,Overall
2020,IA,Iowa,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.9,1090,236164,8.3,9.6,Overall,Overall
2020,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.5,613,381875,12.2,14.8,Overall,Overall
2020,MA,Massachusetts,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.4,5207,3979276,75.9,78.9,Overall,Overall
2020,TN,Tennessee,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.5,765,775426,12.3,14.9,Overall,Overall
2020,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.4,2703,693692,6,6.8,Overall,Overall
2019,WI,Wisconsin,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.9,147,132992,2.3,3.7,Overall,Overall
